Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-06-01,42.59,43.23,42.19,42.74,28837300,0.0,0
2015-06-02,42.47,42.85,42.19,42.46,21498300,0.0,0
2015-06-03,42.87,43.21,42.37,42.4,28002200,0.0,0
2015-06-04,42.35,42.68,41.81,41.96,27745500,0.0,0
2015-06-05,41.91,42.1,41.49,41.76,25438100,0.0,0
2015-06-08,41.9,42.02,41.33,41.39,22121600,0.0,0
2015-06-09,41.41,41.58,41.14,41.31,24406100,0.0,0
2015-06-10,41.44,42.38,41.35,42.18,28417400,0.0,0
2015-06-11,42.23,42.46,41.75,42.03,27347800,0.0,0
2015-06-12,41.83,42.06,41.54,41.6,23931000,0.0,0
2015-06-15,41.13,41.31,40.74,41.16,33254500,0.0,0
2015-06-16,41.04,41.85,41.0,41.48,27070300,0.0,0
2015-06-17,41.39,41.69,41.05,41.6,28704100,0.0,0
2015-06-18,41.83,42.36,41.78,42.28,32658300,0.0,0
2015-06-19,42.35,42.38,41.62,41.72,63837000,0.0,0
2015-06-22,41.93,42.28,41.78,41.84,20318100,0.0,0
2015-06-23,41.75,41.88,41.29,41.55,25896500,0.0,0
2015-06-24,41.33,41.86,41.22,41.31,34890900,0.0,0
2015-06-25,41.66,41.69,41.18,41.31,20616000,0.0,0
2015-06-26,41.31,41.88,40.75,40.96,49835300,0.0,0
2015-06-29,40.76,40.93,40.15,40.16,34081700,0.0,0
2015-06-30,40.46,40.47,39.77,39.96,35945400,0.0,0
2015-07-01,40.24,40.93,39.91,40.23,28343900,0.0,0
2015-07-02,40.26,40.5,39.88,40.18,21752000,0.0,0
2015-07-06,39.78,40.26,39.78,40.17,23034000,0.0,0
2015-07-07,40.13,40.26,39.21,40.09,36435800,0.0,0
2015-07-08,40.22,40.64,39.85,40.04,39785900,0.0,0
2015-07-09,40.5,40.93,40.27,40.29,32424700,0.0,0
2015-07-10,40.74,40.85,40.34,40.37,25465800,0.0,0
2015-07-13,40.71,41.29,40.68,41.21,28178300,0.0,0
2015-07-14,41.13,41.59,41.01,41.29,22880300,0.0,0
2015-07-15,41.34,41.53,41.12,41.41,26629600,0.0,0
2015-07-16,41.64,42.26,41.6,42.23,26271700,0.0,0
2015-07-17,42.13,42.34,41.87,42.19,29467100,0.0,0
2015-07-20,42.22,42.65,42.03,42.46,30631900,0.0,0
2015-07-21,42.34,42.83,42.07,42.79,42781900,0.0,0
2015-07-22,41.12,42.47,40.91,41.21,59152400,0.0,0
2015-07-23,40.97,41.84,40.82,41.73,33934000,0.0,0
2015-07-24,41.55,41.92,41.45,41.58,32333200,0.0,0
2015-07-27,41.58,41.64,40.95,41.04,39701400,0.0,0
2015-07-28,41.25,41.31,40.54,41.03,34328900,0.0,0
2015-07-29,41.09,42.34,40.96,41.89,40945900,0.0,0
2015-07-30,41.87,42.9,41.57,42.43,39777900,0.0,0
2015-07-31,42.8,42.87,42.08,42.26,31201500,0.0,0
2015-08-03,42.52,42.54,42.04,42.36,24125900,0.0,0
2015-08-04,42.31,43.18,42.25,43.02,33403900,0.0,0
2015-08-05,43.42,43.81,43.02,43.06,26959700,0.0,0
2015-08-06,43.18,43.23,41.93,42.19,27368000,0.0,0
2015-08-07,41.98,42.34,41.87,42.3,19163000,0.0,0
2015-08-10,42.49,42.98,42.39,42.83,23079900,0.0,0
2015-08-11,42.37,42.48,41.54,42.0,29237400,0.0,0
2015-08-12,41.8,42.45,41.37,42.3,30181400,0.0,0
2015-08-13,42.59,42.63,42.07,42.29,22627200,0.0,0
2015-08-14,42.11,42.63,42.1,42.54,21473400,0.0,0
2015-08-17,42.36,42.94,42.15,42.83,21099700,0.0,0
2015-08-18,42.67,43.21,42.54,43.06,23574100,0.31,0
2015-08-19,42.62,42.89,42.18,42.46,31485500,0.0,0
2015-08-20,41.97,42.33,41.6,41.6,36238200,0.0,0
2015-08-21,41.27,41.43,39.24,39.24,70053100,0.0,0
2015-08-24,36.85,38.89,36.18,37.97,88753700,0.0,0
2015-08-25,38.78,39.39,36.79,36.87,70616600,0.0,0
2015-08-26,38.27,39.03,37.41,38.91,63408000,0.0,0
2015-08-27,39.38,40.04,39.11,39.99,50943200,0.0,0
2015-08-28,39.54,40.22,39.53,40.02,28246700,0.0,0
2015-08-31,39.68,40.02,39.26,39.65,34441700,0.0,0
2015-09-01,38.42,38.8,37.95,38.1,49688900,0.0,0
2015-09-02,38.59,39.52,38.15,39.5,37671500,0.0,0
2015-09-03,39.55,40.07,39.43,39.63,28285200,0.0,0
2015-09-04,39.0,39.21,38.44,38.82,37138800,0.0,0
2015-09-08,39.45,40.08,39.35,39.98,32469800,0.0,0
2015-09-09,40.27,40.45,39.09,39.24,33469500,0.0,0
2015-09-10,39.28,39.89,38.94,39.44,31366600,0.0,0
2015-09-11,39.3,39.71,39.12,39.61,27132500,0.0,0
2015-09-14,39.56,39.57,39.05,39.21,23656000,0.0,0
2015-09-15,39.35,40.35,39.25,40.07,28882200,0.0,0
2015-09-16,40.06,40.43,39.94,40.36,23372200,0.0,0
2015-09-17,40.35,40.99,40.16,40.31,32768200,0.0,0
2015-09-18,39.63,40.07,39.47,39.61,63143700,0.0,0
2015-09-21,39.74,40.51,39.72,40.18,26177200,0.0,0
2015-09-22,39.52,40.13,39.46,39.99,28085900,0.0,0
2015-09-23,40.02,40.24,39.64,39.97,17145200,0.0,0
2015-09-24,39.58,40.2,39.42,40.0,27905600,0.0,0
2015-09-25,40.52,40.75,39.87,40.03,29384600,0.0,0
2015-09-28,39.93,40.17,39.36,39.44,27613800,0.0,0
2015-09-29,39.51,39.69,39.22,39.57,32763600,0.0,0
2015-09-30,39.97,40.36,39.77,40.32,34958900,0.0,0
2015-10-01,40.77,40.77,39.86,40.64,28657900,0.0,0
2015-10-02,40.33,41.51,40.01,41.51,41839000,0.0,0
2015-10-05,41.68,42.72,41.63,42.48,34369300,0.0,0
2015-10-06,42.21,42.98,42.11,42.59,27017200,0.0,0
2015-10-07,42.91,43.14,41.86,42.63,27711500,0.0,0
2015-10-08,42.42,43.29,42.36,43.23,33772700,0.0,0
2015-10-09,43.23,43.31,42.74,42.92,28600600,0.0,0
2015-10-12,42.8,42.88,42.36,42.82,19769100,0.0,0
2015-10-13,42.42,42.94,42.42,42.72,19987800,0.0,0
2015-10-14,42.5,42.91,42.39,42.53,24697800,0.0,0
2015-10-15,42.83,42.84,42.39,42.83,27189400,0.0,0
2015-10-16,42.83,43.31,42.73,43.28,26450300,0.0,0
2015-10-19,43.2,43.62,42.83,43.38,29387600,0.0,0
2015-10-20,43.22,43.55,42.83,43.52,30802200,0.0,0
2015-10-21,43.65,43.72,42.92,43.0,25144300,0.0,0
2015-10-22,43.3,44.59,42.9,43.75,56637100,0.0,0
2015-10-23,47.64,49.26,47.6,48.16,135227100,0.0,0
2015-10-26,47.85,49.49,47.83,49.42,64633300,0.0,0
2015-10-27,49.18,49.53,48.81,48.91,50999900,0.0,0
2015-10-28,48.77,49.18,48.16,49.18,47000800,0.0,0
2015-10-29,48.77,49.04,48.48,48.61,30202100,0.0,0
2015-10-30,48.57,49.18,47.94,47.95,46619800,0.0,0
2015-11-02,48.15,48.61,47.94,48.5,30285000,0.0,0
2015-11-03,48.22,49.55,48.19,49.33,36596900,0.0,0
2015-11-04,49.36,50.0,49.25,49.56,37087800,0.0,0
2015-11-05,49.64,49.83,49.19,49.54,31468500,0.0,0
2015-11-06,49.28,50.09,49.16,50.03,32851200,0.0,0
2015-11-09,49.69,49.99,48.79,49.34,32513100,0.0,0
2015-11-10,49.26,49.31,48.53,48.75,55283700,0.0,0
2015-11-11,48.92,49.38,48.7,48.87,36516300,0.0,0
2015-11-12,48.72,49.18,48.46,48.57,35361100,0.0,0
2015-11-13,48.35,48.55,47.85,48.14,36848200,0.0,0
2015-11-16,48.36,49.09,48.15,48.98,32165200,0.0,0
2015-11-17,48.76,49.09,48.47,48.58,31551300,0.36,0
2015-11-18,48.61,49.51,48.59,49.39,29710000,0.0,0
2015-11-19,49.52,50.13,49.32,49.47,28149200,0.0,0
2015-11-20,49.75,49.8,48.86,49.7,37147600,0.0,0
2015-11-23,49.75,49.95,49.3,49.7,28235900,0.0,0
2015-11-24,49.45,49.93,49.14,49.75,24600000,0.0,0
2015-11-25,49.61,49.74,49.24,49.24,21005100,0.0,0
2015-11-27,49.34,49.6,49.33,49.46,9009100,0.0,0
2015-11-30,50.02,50.41,49.53,49.85,56241400,0.0,0
2015-12-01,49.9,50.65,49.8,50.64,39952800,0.0,0
2015-12-02,50.74,51.32,50.5,50.63,47274900,0.0,0
2015-12-03,50.89,51.15,49.46,49.71,38627800,0.0,0
2015-12-04,49.64,51.57,49.62,51.28,43963700,0.0,0
2015-12-07,51.17,51.33,50.71,51.19,30709800,0.0,0
2015-12-08,50.87,51.45,50.43,51.17,32878000,0.0,0
2015-12-09,50.78,51.24,49.99,50.42,36373200,0.0,0
2015-12-10,50.8,51.05,50.45,50.69,31775800,0.0,0
2015-12-11,50.18,50.53,49.53,49.58,39549500,0.0,0
2015-12-14,49.83,50.63,49.23,50.57,46768900,0.0,0
2015-12-15,51.05,51.27,50.52,50.63,39843000,0.0,0
2015-12-16,50.94,51.59,50.22,51.48,37503300,0.0,0
2015-12-17,51.69,52.08,50.93,51.08,41280900,0.0,0
2015-12-18,51.15,51.36,49.55,49.64,84684200,0.0,0
2015-12-21,50.33,50.76,49.74,50.29,37246300,0.0,0
